GENDER,LGB_3,CA_REGION,AGE_6,RACE_5,pv_ever,pv_12mo,sv_ever,sv_12mo,ipv_ever,ipv_year,data_year,INCOME_QUINTILE,EDUC5,EMPLOY_2,DISABILITY,sv_perp_ever,sv_perp_12mo,pv_perp_ever,pv_perp_12mo,WEIGHT,pastyearpv1,pastyearpv2,pastyearpv3,pastyearsv1,pastyearsv2,pastyearsv3,pastyearsv4,pastyearsv5,pastyearsv6,pastyearperpsv1,pastyearperpsv2,pastyearperpsv3,pastyearperpsv4,pastyearperpsv5,pastyearperpsv6,pastyearperppv1,pastyearperppv2,pastyearperppv3
2,1,2,3,2,1,0,1,0,NA,NA,2022,2,3,1,1,0,0,0,0,0.22506015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,2,1,1,1,1,NA,NA,2022,5,5,1,1,1,1,1,1,0.087833031,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1,1,2,3,2,0,0,1,0,NA,NA,2022,5,3,1,0,1,0,0,0,0.099666742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,4,1,1,1,1,NA,NA,2022,4,5,1,1,1,1,1,1,0.429100364,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,2,2,2,2,0,0,0,0,NA,NA,2022,1,2,1,0,0,0,0,0,0.086306689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,4,2,0,0,1,0,NA,NA,2022,1,3,2,1,0,0,0,0,0.035413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,2,0,0,0,0,NA,NA,2022,2,4,2,1,0,0,0,0,1.706972207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,2,1,0,0,0,NA,NA,2022,3,3,2,0,0,0,0,0,0.429255837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,4,1,1,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.306025287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,5,1,0,1,0,NA,NA,2022,3,5,2,0,0,0,0,0,0.707068822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,2,0,0,0,0,NA,NA,2022,5,3,2,0,0,0,0,0,0.170825753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,2,0,0,0,0,NA,NA,2022,1,2,1,0,0,0,0,0,0.346219542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,2,0,0,1,0,NA,NA,2022,2,5,2,0,0,0,0,0,0.228900796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,2,0,0,0,0,NA,NA,2022,3,4,2,0,0,0,0,0,0.415251187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,1,0,1,1,NA,NA,2022,3,5,1,1,1,0,0,0,0.026866709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,4,2,1,1,0,0,NA,NA,2022,1,3,2,0,0,0,0,0,0.101817075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,5,1,0,1,0,NA,NA,2022,4,5,2,0,0,0,0,0,0.707068822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,4,0,0,1,0,NA,NA,2022,1,5,1,1,0,0,0,0,0.355402105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,4,2,1,1,1,0,NA,NA,2022,3,3,2,0,0,0,0,0,0.090795264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,0,0,0,0,NA,NA,2022,2,3,1,1,0,0,0,0,0.04218615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,2,0,0,0,0,NA,NA,2022,3,3,2,0,0,0,0,0,0.429255837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,2,1,1,0,0,NA,NA,2022,2,2,1,1,0,0,1,1,0.164682767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,2,4,0,0,1,1,NA,NA,2022,4,5,1,1,1,1,0,0,0.150431789,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,2,2,2,1,0,1,0,NA,NA,2022,4,5,1,0,0,0,1,0,0.139750004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,2,0,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.18325737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,2,1,1,0,0,NA,NA,2022,5,5,1,0,NA,0,0,0,0.188479975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,0,0,NA,NA,2022,5,4,1,0,0,0,0,0,0.804506738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,3,2,1,0,1,1,NA,NA,2022,3,2,2,0,0,0,1,0,0.392114386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,2,2,1,0,0,0,NA,NA,2022,1,1,1,0,0,0,0,0,0.491553092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,1,4,0,0,0,0,NA,NA,2022,1,3,1,1,0,0,0,0,0.21481878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,2,1,0,0,0,NA,NA,2022,1,2,2,0,0,0,0,0,0.17800654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,2,4,1,1,1,1,NA,NA,2022,3,4,1,1,1,1,1,1,0.333243958,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,5,2,1,1,0,1,1,NA,NA,2022,4,5,1,1,0,0,0,0,1.545250133,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,3,5,4,4,0,0,0,0,NA,NA,2022,1,1,2,0,0,0,0,0,6.006946102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,3,4,1,1,1,1,NA,NA,2022,1,3,1,1,1,1,1,1,0.835689309,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2,5,1,1,0,0,0,0,NA,NA,2022,5,3,2,1,0,0,0,0,0.777161957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,1,0,0,0,NA,NA,2022,5,4,1,0,0,0,0,0,0.893185242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,5,1,1,1,0,1,1,NA,NA,2022,2,3,2,0,0,0,0,0,0.07003058,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,5,3,1,1,1,1,0,NA,NA,2022,4,4,1,1,1,0,1,0,0.309154102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,1,0,1,1,NA,NA,2022,5,4,1,0,1,0,1,1,0.304883456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,5,3,1,1,1,1,1,NA,NA,2022,5,5,1,0,1,0,1,1,0.304883456,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,5,1,4,0,0,0,0,NA,NA,2022,1,2,1,1,0,0,0,0,4.703524486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,1,0,1,0,NA,NA,2022,4,4,2,0,0,0,0,0,1.028484833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,2,0,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.327590421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,0,0,NA,NA,2022,4,3,1,0,0,0,0,0,0.196688363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,0,0,NA,NA,2022,1,3,1,0,0,0,0,0,0.37623411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,0,0,NA,NA,2022,2,5,1,0,0,0,0,0,0.264877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,1,1,0,1,0,NA,NA,2022,1,3,1,1,0,0,0,0,1.027222847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,1,0,0,0,0,NA,NA,2022,2,4,1,0,0,0,0,0,0.289264147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,1,1,1,0,NA,NA,2022,5,4,1,0,1,0,1,1,0.304883456,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0
1,3,5,2,4,1,0,1,1,NA,NA,2022,4,4,1,0,1,0,0,0,0.849177645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,2,0,0,0,0,NA,NA,2022,2,5,1,0,0,0,0,0,1.917095293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,1,NA,NA,2022,4,3,1,0,0,0,0,0,0.317767326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2,5,3,4,0,0,0,0,NA,NA,2022,2,3,1,1,0,0,0,0,1.550882406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,1,1,0,1,0,NA,NA,2022,1,3,1,0,1,0,0,0,0.859156293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,0,0,1,1,NA,NA,2022,4,5,1,0,1,1,1,1,0.893185242,0,0,0,0,1,NA,0,0,0,1,0,NA,0,0,0,0,1,NA
1,2,5,4,2,0,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.40923562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5,3,1,1,1,1,1,NA,NA,2022,3,5,1,1,1,1,0,0,0.321726385,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3,5,3,1,1,1,1,0,NA,NA,2022,4,4,1,0,NA,0,0,0,0.264877378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,1,0,0,0,NA,NA,2022,2,2,1,1,0,0,0,0,0.772823226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,0,0,0,0,NA,NA,2022,2,3,2,1,0,0,0,0,1.219437257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,1,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.665882642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,2,0,0,0,0,NA,NA,2022,2,4,2,1,0,0,0,0,0.053941373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,4,1,1,1,1,NA,NA,2022,5,5,1,1,1,1,0,0,0.768630747,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,2,2,1,2,1,1,NA,0,NA,NA,2022,2,3,1,1,0,0,1,0,0.081087172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,4,4,1,1,1,1,NA,NA,2022,2,1,1,1,1,0,1,1,3.246620828,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,2,3,2,0,0,1,0,NA,NA,2022,2,3,2,1,0,0,0,0,0.022087554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,2,1,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.566707866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,5,2,1,1,1,0,NA,NA,2022,1,2,2,1,0,0,1,1,0.094953676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,4,2,0,0,0,0,NA,NA,2022,1,1,1,1,0,0,0,0,0.681920491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,0,0,NA,0,NA,NA,2022,1,1,1,1,0,0,0,0,0.553205431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,2,0,0,0,0,NA,NA,2022,1,2,2,0,0,0,0,0,0.249679138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,2,0,0,0,0,NA,NA,2022,1,3,2,0,0,0,0,0,0.030306435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,3,4,0,0,0,0,NA,NA,2022,1,1,1,0,0,0,0,0,2.346219014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,2,0,0,0,0,NA,NA,2022,1,3,2,1,0,0,0,0,0.218718872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,4,2,1,0,1,0,NA,NA,2022,1,2,2,1,0,0,0,0,0.395700453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,0,0,0,0,NA,NA,2022,3,2,1,0,1,1,0,0,0.121375859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,2,2,2,1,0,0,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.04218615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,5,2,0,0,0,0,NA,NA,2022,1,2,2,1,0,0,0,0,0.21321941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,2,0,0,0,0,NA,NA,2022,2,2,1,0,0,0,0,0,0.206783852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,2,1,1,1,0,NA,NA,2022,1,2,2,1,0,0,1,1,0.198832349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,2,4,2,0,0,0,0,NA,NA,2022,1,3,1,1,0,0,0,0,0.076074374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2,3,4,1,1,1,1,NA,NA,2022,1,1,1,1,1,1,1,1,4.325922518,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,2,5,3,3,0,0,0,0,NA,NA,2022,1,4,1,0,0,0,0,0,2.143473893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,2,1,1,1,0,NA,NA,2022,2,3,2,1,1,1,1,0,0.221386051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,5,6,1,0,0,0,0,NA,NA,2022,2,3,2,0,0,0,0,0,1.219437257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,5,1,4,0,0,1,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.622952314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,0,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.883755468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,4,0,0,0,0,NA,NA,2022,1,3,2,0,0,0,0,0,5.172978728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,1,0,0,NA,NA,2022,5,4,1,0,0,0,1,1,1.289855613,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,5,4,4,1,0,1,0,NA,NA,2022,3,2,1,1,0,0,1,0,3.448030455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,1,1,1,0,NA,NA,2022,2,3,1,0,1,0,1,1,0.25333852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,5,2,4,0,0,0,0,NA,NA,2022,1,3,2,0,0,0,0,0,1.3245261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,0,0,1,1,NA,NA,2022,5,4,1,1,1,1,0,0,1.059676487,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
1,2,5,2,1,1,0,1,1,NA,NA,2022,3,4,1,1,1,0,0,0,0.293387695,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,1,4,0,0,0,0,NA,NA,2022,1,3,1,0,0,0,0,0,1.541858333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,1,1,0,0,1,0,NA,NA,2022,2,3,2,0,0,0,0,0,0.777161957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,1,0,1,0,NA,NA,2022,2,4,1,0,1,1,0,0,0.304883456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,5,3,4,0,0,0,0,NA,NA,2022,5,5,1,1,0,0,0,0,0.117178858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,1,0,0,0,NA,NA,2022,5,5,1,0,0,0,0,0,0.893185242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,1,1,1,1,NA,NA,2022,4,1,1,1,1,1,1,1,1.16740451,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2,5,3,1,0,0,0,0,NA,NA,2022,5,4,1,0,0,0,1,1,0.753240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,5,2,1,0,0,1,1,NA,NA,2022,4,5,1,1,0,0,0,0,0.893185242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,2,1,1,1,0,NA,NA,2022,5,5,1,1,0,0,0,0,0.088281091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,2,1,1,0,0,NA,NA,2022,1,2,2,0,0,0,1,0,0.164682767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1,2,2,2,4,0,0,0,0,NA,NA,2022,1,2,1,0,0,0,0,0,0.27725765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,4,4,0,0,0,0,NA,NA,2022,2,1,1,1,0,0,0,0,2.720237116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,3,4,0,0,0,0,NA,NA,2022,1,1,1,1,0,0,0,0,3.739818008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,6,1,1,0,1,0,NA,NA,2022,2,3,2,0,0,0,0,0,0.349855131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5,2,1,0,0,0,0,NA,NA,2022,2,5,1,0,0,0,0,0,1.205152012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,4,1,0,1,1,NA,NA,2022,3,2,2,0,0,0,0,0,1.420966831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,1,1,0,0,0,0,NA,NA,2022,1,4,1,0,0,0,0,0,1.625614155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,5,1,0,0,0,0,NA,NA,2022,4,5,2,0,0,0,0,0,0.500270811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2,2,4,0,0,0,0,NA,NA,2022,1,3,1,0,0,0,0,0,0.347388984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,1,0,1,0,NA,NA,2022,1,3,2,0,0,0,0,0,0.637749184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,4,0,0,0,0,NA,NA,2022,1,3,1,1,0,0,0,0,0.221688109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,4,1,0,0,0,NA,NA,2022,1,2,2,1,0,0,0,0,4.105098382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,1,4,0,0,1,0,NA,NA,2022,3,2,1,0,0,0,0,0,3.52970413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,1,0,0,0,0,NA,NA,2022,4,3,1,0,0,0,0,0,0.095674709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,4,1,0,1,0,NA,NA,2022,3,3,1,1,0,0,0,0,0.37587911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,4,0,0,0,0,NA,NA,2022,4,3,1,1,0,0,0,0,0.647897351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,4,0,0,0,0,NA,NA,2022,1,2,2,0,0,0,0,0,3.025863154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,3,0,0,0,0,NA,NA,2022,5,4,1,0,0,0,0,0,0.776342438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,1,1,0,0,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.852233838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,5,1,0,1,1,NA,NA,2022,3,3,2,1,NA,0,1,0,1.209151017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,2,1,1,0,1,0,NA,NA,2022,1,3,2,0,0,0,0,0,2.360591938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,6,1,0,0,1,0,NA,NA,2022,5,5,2,0,0,0,0,0,0.808242526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,4,0,0,1,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.901525175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.250058911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,3,0,0,1,1,NA,NA,2022,3,4,1,1,0,0,0,0,1.468203446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,5,1,0,1,0,NA,NA,2022,4,3,2,1,0,0,0,0,1.135739082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,4,4,1,0,0,0,NA,NA,2022,3,4,1,0,0,0,0,0,0.606381231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,1,1,0,1,1,NA,NA,2022,5,3,1,0,0,0,0,0,0.49513772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,4,0,0,0,0,NA,NA,2022,1,2,2,0,0,0,0,0,0.876287911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,0,0,0,0,NA,NA,2022,3,2,2,0,0,0,0,0,2.095833126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,0,0,NA,NA,2022,2,3,2,0,0,0,0,0,1.092532036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,5,1,0,1,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.962015049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,5,1,0,0,0,0,NA,NA,2022,2,2,1,0,0,0,0,0,1.539367303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,6,1,0,0,1,0,NA,NA,2022,4,3,2,0,0,0,0,0,0.979012294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,2,4,0,0,1,0,NA,NA,2022,4,3,2,0,0,0,0,0,0.950301093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,1,0,NA,NA,2022,3,3,1,0,0,0,0,0,0.245593175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,1,0,NA,NA,2022,3,3,2,1,0,0,0,0,1.134391084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,5,1,0,0,1,0,NA,NA,2022,4,5,1,0,0,0,0,0,0.544192254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,4,3,0,0,1,0,NA,NA,2022,5,4,1,1,NA,0,0,0,0.290249556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,2,1,1,1,1,0,NA,NA,2022,3,3,1,0,1,0,1,0,1.69571226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,2,4,1,0,1,1,NA,NA,2022,1,2,1,1,1,0,1,1,2.471275765,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2,5,6,5,1,0,1,0,NA,NA,2022,1,3,2,1,0,0,1,0,2.175278504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
1,2,5,3,4,0,0,0,0,NA,NA,2022,5,4,1,0,0,0,0,0,0.894018315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,0,0,1,0,NA,NA,2022,4,2,1,0,0,0,0,0,2.896540303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,3,0,0,0,0,NA,NA,2022,2,4,2,0,0,0,0,0,0.670026796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,1,1,0,1,0,NA,NA,2022,2,3,2,0,0,0,0,0,0.067558005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,2,1,0,0,1,0,NA,NA,2022,1,3,2,0,1,0,0,0,0.702143836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,3,1,0,0,0,NA,NA,2022,5,5,1,0,0,0,0,0,1.257813191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,2,1,0,0,0,NA,NA,2022,2,3,1,0,0,0,0,0,0.881614257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,5,0,0,0,0,NA,NA,2022,4,4,1,0,0,0,0,0,1.559903789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,0,0,0,0,NA,NA,2022,4,4,1,1,0,0,0,0,1.143275698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,6,1,1,0,1,0,NA,NA,2022,3,3,2,0,0,0,0,0,1.305692748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,1,0,0,0,NA,NA,2022,3,3,2,1,0,0,0,0,1.093154805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,1,1,0,0,0,NA,NA,2022,1,3,2,1,0,0,0,0,0.63473322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,4,1,1,0,1,0,NA,NA,2022,4,3,2,1,0,0,0,0,1.395421845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
